,,0,h,l,c,,,EMA12,EMA26,DIF,DEA
2015.08.04,8:00,20467,20517,20467,20507,749,,,,,
2015.08.04,9:00,20508,20512,20442,20462,349,,,,,
2015.08.04,10:00,20462,20467,20417,20452,478,,,,,
2015.08.04,11:00,20451,20507,20447,20462,679,,,,,
2015.08.04,12:00,20461,20492,20457,20466,675,,,,,
2015.08.04,13:00,20466,20472,20447,20462,438,,,,,
2015.08.04,14:00,20461,20462,20442,20447,352,,,,,
2015.08.04,15:00,20447,20462,20422,20452,257,,,,,
2015.08.04,16:00,20457,20482,20427,20462,820,,,,,
2015.08.04,17:00,20461,20492,20442,20447,1360,,,,,
2015.08.04,18:00,20447,20472,20447,20472,730,,,,,
2015.08.04,19:00,20477,20487,20457,20462,437,,,,,
2015.08.04,20:00,20462,20497,20457,20472,285,,,,,
2015.08.04,21:00,20477,20562,20472,20557,367,,,,,
2015.08.04,22:30,20562,20567,20522,20527,141,,,,,
2015.08.04,23:30,20522,20537,20522,20532,39,,,,,
2015.08.05,0:00,20522,20532,20522,20526,3,,,,,
2015.08.05,1:00,20523,20532,20522,20532,23,,,,,
2015.08.05,2:00,20527,20527,20487,20487,96,,,,,
2015.08.05,3:00,20487,20528,20472,20487,842,,,,,
2015.08.05,4:00,20488,20573,20482,20567,740,,,,,
2015.08.05,5:00,20568,20702,20568,20682,970,,,,,
2015.08.05,6:00,20683,20717,20652,20667,573,,,,,
2015.08.05,7:00,20667,20677,20618,20639,483,,,,,
2015.08.05,8:00,20638,20678,20627,20628,864,,,,,
2015.08.05,9:00,20627,20642,20597,20612,354,,,,,
2015.08.05,10:00,20617,20662,20597,20652,340,,,,,
2015.08.05,11:00,20657,20657,20637,20652,262,,,,,
2015.08.05,12:00,20657,20667,20637,20667,178,,,,,
2015.08.05,13:00,20672,20712,20667,20692,450,,,,,
2015.08.05,14:00,20692,20732,20687,20717,434,,,,,
2015.08.05,15:00,20722,20727,20692,20712,768,,,,,
2015.08.05,16:00,20717,20772,20712,20757,1069,,,,,
2015.08.05,17:00,20767,20826,20762,20791,1310,,,,,
2015.08.05,18:00,20796,20826,20776,20776,620,,,,,
2015.08.05,19:00,20777,20796,20761,20796,572,,,,,
2015.08.05,20:00,20796,20796,20751,20771,628,,,,,
2015.08.05,21:00,20771,20801,20761,20781,230,,,,,
2015.08.05,22:30,20781,20781,20751,20756,214,,,,,
2015.08.05,23:30,20761,20761,20756,20756,2,,,,,
2015.08.06,0:00,20752,20752,20736,20740,18,,,,,
2015.08.06,1:00,20745,20761,20745,20756,28,,,,,
2015.08.06,2:00,20756,20781,20756,20776,100,,,,,
2015.08.06,3:00,20777,20791,20761,20776,1006,,,,,
2015.08.06,4:00,20777,20806,20726,20751,819,,,,,
2015.08.06,5:00,20746,20767,20736,20756,353,,,,,
2015.08.06,6:00,20756,20766,20736,20746,223,,,,,
2015.08.06,7:00,20741,20771,20741,20751,223,,,,,
2015.08.06,8:00,20747,20761,20666,20666,930,,,,,
2015.08.06,9:00,20671,20692,20659,20676,415,,,,,
2015.08.06,10:00,20671,20731,20671,20687,286,,,,,
2015.08.06,11:00,20691,20701,20676,20686,379,,,,,
2015.08.06,12:00,20687,20696,20661,20681,253,,,,,
2015.08.06,13:00,20681,20696,20671,20681,233,,,,,
2015.08.06,14:00,20681,20706,20666,20691,438,,,,,
2015.08.06,15:00,20696,20716,20686,20711,446,,,,,
2015.08.06,16:00,20712,20716,20626,20631,843,,,,,
2015.08.06,17:00,20631,20676,20616,20651,978,,,,,
2015.08.06,18:00,20651,20656,20596,20596,921,,,,,
2015.08.06,19:00,20597,20611,20576,20601,685,,,,,
2015.08.06,20:00,20601,20636,20596,20611,616,,,,,
2015.08.06,21:00,20606,20641,20596,20611,252,,,,,
2015.08.06,22:30,20606,20661,20601,20651,272,,,,,
2015.08.06,23:30,20651,20651,20641,20646,12,,,,,
2015.08.07,0:00,20630,20646,20629,20639,13,,,,,
2015.08.07,1:00,20629,20641,20621,20636,21,,,,,
2015.08.07,2:00,20631,20631,20611,20621,110,,,,,
2015.08.07,3:00,20622,20646,20566,20576,1174,,,,,
2015.08.07,4:00,20576,20626,20576,20606,502,,,,,
2015.08.07,5:00,20607,20621,20601,20616,264,,,,,
2015.08.07,6:00,20611,20731,20606,20696,1010,,,,,
2015.08.07,7:00,20701,20741,20697,20736,465,,,,,
2015.08.07,8:00,20735,20746,20691,20736,853,,,,,
2015.08.07,9:00,20736,20736,20691,20691,320,,,,,
2015.08.07,10:00,20686,20711,20646,20691,406,,,,,
2015.08.07,11:00,20691,20716,20686,20711,503,,,,,
2015.08.07,12:00,20711,20721,20691,20691,301,,,,,
2015.08.07,13:00,20692,20696,20686,20696,366,,,,,
2015.08.07,14:00,20696,20696,20686,20696,231,,,,,
2015.08.07,15:00,20696,20746,20666,20746,1139,,,,,
2015.08.07,16:00,20741,20746,20666,20701,1496,,,,,
2015.08.07,17:00,20701,20701,20636,20646,1446,,,,,
2015.08.07,18:00,20646,20651,20581,20611,1150,,,,,
2015.08.07,19:00,20616,20636,20601,20611,589,,,,,
2015.08.07,20:00,20616,20626,20591,20601,405,,,,,
2015.08.07,21:00,20596,20596,20581,20591,59,,,,,
2015.08.10,0:00,20620,20620,20620,20620,1,,,,,
2015.08.10,1:00,20625,20661,20625,20646,56,,,,,
2015.08.10,2:00,20641,20646,20601,20616,90,,,,,
2015.08.10,3:00,20617,20696,20611,20686,1075,,,,,
2015.08.10,4:00,20686,20696,20671,20676,523,,,,,
2015.08.10,5:00,20676,20701,20676,20691,364,,,,,
2015.08.10,6:00,20696,20746,20692,20737,334,,,,,
2015.08.10,7:00,20741,20791,20731,20782,457,,,,,
2015.08.10,8:00,20786,20806,20761,20796,838,,,,,
2015.08.10,9:00,20791,20806,20786,20801,318,,,,,
2015.08.10,10:00,20806,20806,20741,20771,554,,,,,
2015.08.10,11:00,20772,20806,20746,20806,816,,,,,
2015.08.10,12:00,20806,20811,20781,20796,453,,,,,
2015.08.10,13:00,20796,20816,20786,20806,379,,,,,
2015.08.10,14:00,20806,20816,20791,20806,415,,,,,
2015.08.10,15:00,20811,20836,20806,20836,367,,,,,
2015.08.10,16:00,20841,20871,20830,20861,784,,,,,
2015.08.10,17:00,20866,20896,20861,20876,839,,,,,
2015.08.10,18:00,20876,20901,20876,20886,616,,,,,
2015.08.10,19:00,20891,20896,20881,20891,288,,,,,
2015.08.10,20:00,20896,20896,20881,20891,277,,,,,
2015.08.10,21:00,20891,20911,20881,20906,125,,,,,
2015.08.10,21:30,20901,20901,20901,20901,55,,,,,
2015.08.10,22:30,20911,20911,20896,20901,119,,,,,
2015.08.10,23:30,20901,20908,20886,20901,51,,,,,
2015.08.11,0:00,20903,20903,20892,20892,6,,,,,
2015.08.11,1:00,20895,20911,20875,20911,34,,,,,
2015.08.11,2:00,20906,20921,20896,20921,102,,,,,
2015.08.11,3:00,20917,20937,20891,20906,842,,,,,
2015.08.11,4:00,20901,20931,20901,20921,684,,,,,
2015.08.11,5:00,20917,20917,20636,20665,1820,,,,,
2015.08.11,6:00,20661,20697,20562,20687,1551,,,,,
2015.08.11,7:00,20687,20697,20612,20668,1052,,,,,
2015.08.11,8:00,20668,20737,20623,20722,1200,,,,,
2015.08.11,9:00,20722,20722,20677,20722,419,,,,,
2015.08.11,10:00,20717,20747,20657,20677,513,,,,,
2015.08.11,11:00,20676,20707,20637,20637,660,,,,,
2015.08.11,12:00,20637,20642,20612,20617,838,,,,,
2015.08.11,13:00,20616,20662,20612,20658,491,,,,,
2015.08.11,14:00,20657,20663,20637,20643,758,,,,,
2015.08.11,15:00,20647,20648,20587,20593,585,,,,,
2015.08.11,16:00,20593,20613,20567,20602,2671,,,,,
2015.08.11,17:00,20603,20637,20582,20582,2103,,,,,
2015.08.11,18:00,20582,20597,20547,20567,848,,,,,
2015.08.11,19:00,20572,20632,20567,20597,901,,,,,
2015.08.11,20:00,20597,20627,20572,20592,1117,,,,,
2015.08.11,21:00,20592,20647,20582,20637,299,,,,,
2015.08.11,21:30,20647,20647,20612,20617,106,,,,,
2015.08.11,22:30,20637,20647,20622,20642,209,,,,,
2015.08.11,23:30,20640,20647,20640,20647,5,,,,,
2015.08.12,0:00,20637,20648,20637,20641,4,,,,,
2015.08.12,1:00,20631,20652,20627,20642,42,,,,,
2015.08.12,2:00,20637,20642,20602,20637,87,,,,,
2015.08.12,3:00,20638,20682,20632,20652,1075,,,,,
2015.08.12,4:00,20651,20697,20422,20487,4055,,,,,
2015.08.12,5:00,20487,20497,20437,20472,925,,,,,
2015.08.12,6:00,20477,20497,20382,20387,1039,,,,,
2015.08.12,7:00,20386,20388,20292,20327,1563,,,,,
2015.08.12,8:00,20326,20432,20322,20381,1826,,,,,
2015.08.12,9:00,20381,20392,20312,20317,558,,,,,
2015.08.12,10:00,20322,20327,20232,20267,1122,,,,,
2015.08.12,11:00,20266,20292,20207,20223,1424,,,,,
2015.08.12,12:00,20223,20252,20182,20192,1227,,,,,
2015.08.12,13:00,20191,20282,20167,20252,973,,,,,
2015.08.12,14:00,20251,20257,20187,20227,929,,,,,
2015.08.12,15:00,20228,20262,20212,20228,806,,,,,
2015.08.12,16:00,20228,20247,20177,20187,2138,,,,,
2015.08.12,17:00,20186,20186,20051,20057,2214,,,,,
2015.08.12,18:00,20058,20157,20052,20107,1510,,,,,
2015.08.12,19:00,20112,20193,20092,20157,990,,,,,
2015.08.12,20:00,20162,20242,20157,20242,1187,,,,,
2015.08.12,21:00,20241,20356,20212,20356,466,,,,,
2015.08.12,21:30,20296,20316,20291,20296,154,,,,,
2015.08.12,22:30,20361,20381,20346,20371,282,,,,,
2015.08.12,23:30,20376,20386,20366,20376,17,,,,,
2015.08.13,0:00,20366,20376,20366,20367,10,,,,,
2015.08.13,1:00,20347,20366,20341,20351,90,,,,,
2015.08.13,2:00,20346,20421,20341,20401,224,,,,,
2015.08.13,3:00,20391,20467,20376,20461,1869,,,,,
2015.08.13,4:00,20461,20541,20291,20476,3649,,,,,
2015.08.13,5:00,20476,20578,20431,20561,1448,,,,,
2015.08.13,6:00,20557,20571,20516,20521,1005,,,,,
2015.08.13,7:00,20516,20592,20491,20591,788,,,,,
2015.08.13,8:00,20596,20636,20556,20591,1225,,,,,
2015.08.13,9:00,20591,20666,20586,20611,641,,,,,
2015.08.13,10:00,20606,20656,20606,20646,822,,,,,
2015.08.13,11:00,20651,20651,20601,20641,700,,,,,
2015.08.13,12:00,20641,20641,20611,20616,254,,,,,
2015.08.13,13:00,20617,20636,20616,20621,333,,,,,
2015.08.13,14:00,20621,20636,20606,20606,398,,,,,
2015.08.13,15:00,20607,20626,20571,20571,603,,,,,
2015.08.13,16:00,20571,20597,20511,20541,1592,,,,,
2015.08.13,17:00,20541,20596,20516,20571,1748,,,,,
2015.08.13,18:00,20571,20601,20541,20591,1229,,,,,
2015.08.13,19:00,20587,20621,20586,20611,866,,,,,
2015.08.13,20:00,20616,20626,20586,20601,542,,,,,
2015.08.13,21:00,20601,20646,20586,20587,272,,,,,
2015.08.13,21:30,20636,20636,20626,20626,174,,,,,
2015.08.13,22:30,20592,20612,20552,20592,420,,,,,
2015.08.13,23:30,20587,20592,20582,20587,20,,,,,
2015.08.14,0:00,20577,20582,20561,20561,10,,,,,
2015.08.14,1:00,20573,20582,20567,20567,33,,,,,
2015.08.14,2:00,20562,20562,20487,20492,146,,,,,
2015.08.14,3:00,20497,20542,20472,20518,1249,,,,,
2015.08.14,4:00,20518,20602,20517,20562,882,,,,,
2015.08.14,5:00,20563,20572,20527,20552,429,,,,,
2015.08.14,6:00,20551,20551,20477,20497,758,,,,,
2015.08.14,7:00,20496,20522,20482,20517,344,,,,,
2015.08.14,8:00,20518,20552,20497,20522,745,,,,,
2015.08.14,9:00,20527,20547,20507,20542,339,,,,,
2015.08.14,10:00,20542,20577,20512,20562,631,,,,,
2015.08.14,11:00,20561,20567,20502,20517,469,,,,,
2015.08.14,12:00,20518,20533,20497,20507,804,,,,,
2015.08.14,13:00,20512,20517,20487,20492,542,,,,,
2015.08.14,14:00,20493,20498,20477,20497,505,,,,,
2015.08.14,15:00,20498,20522,20492,20522,542,,,,,
2015.08.14,16:00,20522,20547,20507,20537,1511,,,,,
2015.08.14,17:00,20537,20547,20507,20527,1365,,,,,
2015.08.14,18:00,20526,20557,20507,20552,680,,,,,
2015.08.14,19:00,20552,20567,20542,20557,369,,,,,
2015.08.14,20:00,20556,20582,20537,20542,480,,,,,
2015.08.14,21:00,20541,20567,20537,20562,59,,,,,
2015.08.17,0:00,20591,20591,20581,20581,2,,,,,
2015.08.17,1:00,20572,20602,20562,20592,38,,,,,
2015.08.17,2:00,20587,20597,20572,20592,93,,,,,
2015.08.17,3:00,20597,20673,20587,20641,1110,,,,,
2015.08.17,4:00,20641,20651,20606,20617,594,,,,,
2015.08.17,5:00,20618,20622,20557,20582,574,,,,,
2015.08.17,6:00,20581,20602,20532,20547,393,,,,,
2015.08.17,7:00,20542,20582,20537,20537,425,,,,,
2015.08.17,8:00,20538,20617,20537,20617,795,,,,,
2015.08.17,9:00,20617,20642,20612,20627,307,,,,,
2015.08.17,10:00,20622,20682,20582,20602,757,,,,,
2015.08.17,11:00,20601,20632,20582,20627,719,,,,,
2015.08.17,12:00,20626,20642,20622,20637,566,,,,,
2015.08.17,13:00,20636,20636,20607,20617,444,,,,,
2015.08.17,14:00,20616,20622,20607,20612,327,,,,,
2015.08.17,15:00,20611,20612,20542,20557,949,,,,,
2015.08.17,16:00,20556,20577,20537,20562,1278,,,,,
2015.08.17,17:00,20561,20617,20557,20612,1254,,,,,
2015.08.17,18:00,20617,20637,20602,20607,861,,,,,
2015.08.17,19:00,20607,20632,20607,20632,455,,,,,
2015.08.17,20:00,20632,20662,20627,20642,350,,,,,
2015.08.17,21:00,20642,20662,20642,20662,237,,,,,
2015.08.17,21:30,20652,20662,20652,20662,135,,,,,
2015.08.17,22:30,20657,20677,20647,20662,119,,,,,
2015.08.17,23:30,20661,20662,20652,20657,10,,,,,
2015.08.18,0:00,20658,20662,20652,20656,22,,,,,
2015.08.18,1:00,20658,20677,20657,20667,22,,,,,
2015.08.18,2:00,20662,20667,20637,20637,43,,,,,
2015.08.18,3:00,20642,20652,20616,20637,854,,,,,
2015.08.18,4:00,20632,20657,20627,20642,303,,,,,
2015.08.18,5:00,20647,20647,20552,20563,358,,,,,
2015.08.18,6:00,20568,20598,20558,20593,235,,,,,
2015.08.18,7:00,20588,20612,20578,20607,166,,,,,
2015.08.18,8:00,20612,20612,20542,20547,408,,,,,
2015.08.18,9:00,20542,20568,20513,20538,376,,,,,
2015.08.18,10:00,20543,20573,20468,20483,656,,,,,
2015.08.18,11:00,20481,20523,20463,20503,1014,,,,,
2015.08.18,12:00,20508,20528,20471,20488,729,,,,,
2015.08.18,13:00,20488,20503,20473,20498,544,,,,,
2015.08.18,14:00,20503,20503,20469,20478,604,,,,,
2015.08.18,15:00,20476,20513,20443,20508,656,,,,,
2015.08.18,16:00,20513,20523,20473,20488,1691,,,,,
2015.08.18,17:00,20486,20533,20478,20533,1247,,,,,
2015.08.18,18:00,20533,20533,20488,20513,716,,,,,
2015.08.18,19:00,20511,20523,20498,20498,461,,,,,
2015.08.18,20:00,20496,20508,20478,20483,422,,,,,
2015.08.18,21:00,20478,20508,20453,20468,366,,,,,
2015.08.18,21:30,20458,20463,20458,20463,118,,,,,
2015.08.18,22:30,20463,20483,20453,20478,127,,,,,
2015.08.18,23:30,20473,20473,20473,20473,3,,,,,
2015.08.19,0:00,20469,20469,20462,20462,16,,,,,
2015.08.19,1:00,20459,20468,20458,20468,14,,,,,
2015.08.19,2:00,20473,20473,20448,20468,153,,,,,
2015.08.19,3:00,20473,20523,20468,20498,936,,,,,
2015.08.19,4:00,20499,20508,20423,20448,1064,,,,,
2015.08.19,5:00,20453,20478,20443,20443,488,,,,,
2015.08.19,6:00,20444,20448,20253,20263,1489,,,,,
2015.08.19,7:00,20264,20323,20248,20298,1372,,,,,
2015.08.19,8:00,20298,20298,20203,20208,1735,,,,,
2015.08.19,9:00,20209,20268,20173,20258,582,,,,,
2015.08.19,10:00,20253,20273,20213,20248,785,,,,,
2015.08.19,11:00,20246,20248,20208,20238,1300,,,,,
2015.08.19,12:00,20236,20312,20233,20298,793,,,,,
2015.08.19,13:00,20302,20347,20297,20322,730,,,,,
2015.08.19,14:00,20323,20327,20302,20307,654,,,,,
2015.08.19,15:00,20308,20322,20277,20302,826,,,,,
2015.08.19,16:00,20307,20312,20222,20232,1690,,,,,
2015.08.19,17:00,20231,20267,20197,20212,1843,,,,,
2015.08.19,18:00,20211,20237,20172,20197,1350,,,,,
2015.08.19,19:00,20196,20227,20182,20202,1336,,,,,
2015.08.19,20:00,20203,20222,20162,20162,2104,,,,,
2015.08.19,21:00,20167,20282,20087,20107,1341,,,,,
2015.08.19,21:30,20121,20121,20097,20097,596,,,,,
2015.08.19,22:30,20112,20152,20089,20117,490,,,,,
2015.08.19,23:30,20112,20112,20072,20082,30,,,,,
2015.08.20,0:00,20073,20073,20032,20038,42,,,,,
2015.08.20,1:00,20049,20107,20042,20107,47,,,,,
2015.08.20,2:00,20102,20192,20102,20187,194,,,,,
2015.08.20,3:00,20188,20207,20127,20127,1887,,,,,
2015.08.20,4:00,20127,20162,20092,20097,1358,,,,,
2015.08.20,5:00,20098,20127,20067,20107,1060,,,,,
2015.08.20,6:00,20106,20247,20102,20187,1490,,,,,
2015.08.20,7:00,20187,20192,20087,20092,1242,,,,,
2015.08.20,8:00,20092,20117,20032,20037,2003,,,,,
2015.08.20,9:00,20037,20087,20022,20072,641,,,,,
2015.08.20,10:00,20072,20092,19982,19992,1187,,,,,
2015.08.20,11:00,19987,20042,19867,19917,1886,,,,,
2015.08.20,12:00,19916,19957,19872,19952,1426,,,,,
2015.08.20,13:00,19957,19967,19882,19887,1386,,,,,
2015.08.20,14:00,19887,19932,19867,19902,1060,,,,,
2015.08.20,15:00,19902,19947,19877,19922,1031,,,,,
2015.08.20,16:00,19922,19937,19877,19897,2579,,,,,
2015.08.20,17:00,19902,19912,19812,19837,2657,,,,,
2015.08.20,18:00,19838,19847,19787,19817,1859,,,,,
2015.08.20,19:00,19817,19822,19722,19736,1729,,,,,
2015.08.20,20:00,19732,19767,19697,19762,2193,,,,,
2015.08.20,21:00,19757,19762,19647,19707,807,,,,,
2015.08.20,21:30,19652,19677,19652,19677,458,,,,,
2015.08.20,22:30,19707,19737,19587,19602,595,,,,,
2015.08.20,23:30,19601,19612,19596,19607,58,,,,,
2015.08.21,0:00,19607,19607,19575,19580,18,,,,,
2015.08.21,1:00,19590,19637,19590,19632,79,,,,,
2015.08.21,2:00,19637,19652,19602,19651,261,,,,,
2015.08.21,3:00,19647,19704,19627,19677,3210,,,,,
2015.08.21,4:00,19676,19678,19552,19583,3856,,,,,
2015.08.21,5:00,19582,19662,19532,19582,2525,,,,,
2015.08.21,6:00,19581,19617,19547,19612,1744,,,,,
2015.08.21,7:00,19612,19617,19486,19517,1392,,,,,
2015.08.21,8:00,19512,19522,19427,19442,2681,,,,,
2015.08.21,9:00,19442,19492,19412,19477,967,,,,,
2015.08.21,10:00,19477,19513,19442,19507,1282,,,,,
2015.08.21,11:00,19507,19613,19502,19607,1446,,,,,
2015.08.21,12:00,19608,19658,19562,19567,1462,,,,,
2015.08.21,13:00,19568,19582,19462,19467,1373,,,,,
2015.08.21,14:00,19467,19522,19437,19492,1097,,,,,
2015.08.21,15:00,19497,19502,19432,19467,1233,,,,,
2015.08.21,16:00,19468,19473,19337,19427,3291,,,,,
2015.08.21,17:00,19426,19492,19252,19272,4157,,,,,
2015.08.21,18:00,19271,19272,19062,19202,4260,,,,,
2015.08.21,19:00,19203,19248,19027,19032,4042,,,,,
2015.08.21,20:00,19031,19097,19012,19097,3111,,,,,
2015.08.21,21:00,19092,19127,19082,19092,346,,,,,
2015.08.24,0:00,19018,19018,19003,19003,2,,,,,
2015.08.24,1:00,18916,18927,18852,18877,477,,,,,
2015.08.24,2:00,18872,18972,18817,18972,696,,,,,
2015.08.24,3:00,18967,19097,18937,19027,4826,,,,,
2015.08.24,4:00,19027,19093,18867,18938,4542,,,,,
2015.08.24,5:00,18942,18942,18597,18632,6735,,,,,
2015.08.24,6:00,18637,18687,18521,18657,8336,,,,,
2015.08.24,7:00,18656,18852,18612,18622,5569,,,,,
2015.08.24,8:00,18617,18667,18487,18572,7971,,,,,
2015.08.24,9:00,18572,18577,18327,18372,2679,,,,,
2015.08.24,10:00,18371,18477,18152,18227,4013,,,,,
2015.08.24,11:00,18227,18277,18142,18262,3660,,,,,
2015.08.24,12:00,18262,18322,18182,18222,2126,,,,,
2015.08.24,13:00,18222,18238,18042,18097,3154,,,,,
2015.08.24,14:00,18092,18147,17712,17782,4091,,,,,
2015.08.24,15:00,17782,17792,17612,17676,2608,,,,,
2015.08.24,16:00,17671,17676,17160,17512,7645,,,,,
2015.08.24,17:00,17517,18052,17492,17842,7361,,,,,
2015.08.24,18:00,17842,18027,17552,17992,5430,,,,,
2015.08.24,19:00,17992,18291,17912,18241,5219,,,,,
2015.08.24,20:00,18241,18351,18131,18156,3134,,,,,
2015.08.24,21:00,18161,18181,17720,17796,4660,,,,,
2015.08.24,21:30,17856,17906,17776,17846,2275,,,,,
2015.08.24,22:30,17791,18131,17766,17772,3494,,,,,
2015.08.24,23:30,17787,17817,17772,17817,12,,,,,
2015.08.25,0:00,17826,17826,17807,17807,2,,,,,
2015.08.25,1:00,17785,17937,17783,17927,498,,,,,
2015.08.25,2:00,17932,18147,17892,17937,1152,,,,,
2015.08.25,3:00,17937,18092,17732,18062,13739,,,,,
2015.08.25,4:00,18062,18617,17977,18492,15757,,,,,
2015.08.25,5:00,18492,18852,18452,18673,12782,,,,,
2015.08.25,6:00,18672,18737,18517,18667,10164,,,,,
2015.08.25,7:00,18667,18727,18152,18387,11449,,,,,
2015.08.25,8:00,18387,18517,17787,17818,16392,,,,,
2015.08.25,9:00,17822,17957,17652,17892,5175,,,,,
2015.08.25,10:00,17892,18227,17887,18112,5480,,,,,
2015.08.25,11:00,18107,18262,18052,18107,7587,,,,,
2015.08.25,12:00,18107,18216,18022,18172,5746,,,,,
2015.08.25,13:00,18177,18548,18132,18402,9975,,,,,
2015.08.25,14:00,18402,18502,18357,18477,6314,,,,,
2015.08.25,15:00,18478,18498,18392,18432,5644,,,,,
2015.08.25,16:00,18431,18523,18257,18332,10687,,,,,
2015.08.25,17:00,18331,18437,18247,18322,12220,,,,,
2015.08.25,18:00,18327,18427,18292,18297,6443,,,,,
2015.08.25,19:00,18302,18318,18216,18227,4508,,,,,
2015.08.25,20:00,18226,18228,17963,18053,5444,,,,,
2015.08.25,21:00,18051,18156,17884,17897,2834,,,,,
2015.08.25,21:30,18117,18132,18072,18072,1389,,,,,
2015.08.25,22:30,17902,17932,17688,17757,3886,,,,,
2015.08.25,23:30,17756,17757,17682,17730,604,,,,,
2015.08.26,0:00,17733,17733,17733,17733,1,,,,,
2015.08.26,1:00,17773,17826,17637,17697,485,,,,,
2015.08.26,2:00,17702,17862,17692,17762,1543,,,,,
2015.08.26,3:00,17762,18008,17692,17887,17583,,,,,
2015.08.26,4:00,17887,18047,17722,17932,16312,,,,,
2015.08.26,5:00,17932,17967,17667,17837,8218,,,,,
2015.08.26,6:00,17836,18072,17817,18037,8127,,,,,
2015.08.26,7:00,18037,18312,17937,18257,8401,,,,,
2015.08.26,8:00,18257,18436,18257,18358,9340,,,,,
2015.08.26,9:00,18359,18510,18249,18284,3998,,,,,
2015.08.26,10:00,18284,18305,18169,18284,4324,,,,,
2015.08.26,11:00,18284,18485,18279,18363,5785,,,,,
2015.08.26,12:00,18361,18413,18303,18368,3404,,,,,
2015.08.26,13:00,18366,18448,18326,18438,3234,,,,,
2015.08.26,14:00,18443,18518,18413,18468,2667,,,,,
2015.08.26,15:00,18466,18582,18433,18543,3642,,,,,
2015.08.26,16:00,18548,18568,18347,18404,8073,,,,,
2015.08.26,17:00,18401,18434,18212,18292,10670,,,,,
2015.08.26,18:00,18291,18333,18149,18224,6782,,,,,
2015.08.26,19:00,18220,18295,18130,18278,6555,,,,,
2015.08.26,20:00,18283,18474,18243,18474,5479,,,,,
2015.08.26,21:00,18469,18591,18328,18581,4945,,,,,
2015.08.26,21:30,18418,18423,18383,18403,2163,,,,,
2015.08.26,22:30,18576,18785,18576,18710,1855,,,,,
2015.08.26,23:30,18710,18740,18695,18695,42,,,,,
2015.08.27,0:00,18697,18697,18667,18691,13,,,,,
2015.08.27,1:00,18753,18779,18707,18763,219,,,,,
2015.08.27,2:00,18749,18749,18649,18694,720,,,,,
2015.08.27,3:00,18689,18799,18594,18684,5306,,,,,
2015.08.27,4:00,18684,18804,18664,18729,4826,,,,,
2015.08.27,5:00,18729,18754,18679,18714,2776,,,,,
2015.08.27,6:00,18709,18724,18654,18689,1795,,,,,
2015.08.27,7:00,18689,18699,18474,18499,3112,,,,,
2015.08.27,8:00,18504,18649,18484,18554,4628,,,,,
2015.08.27,9:00,18554,18734,18529,18684,1938,,,,,
2015.08.27,10:00,18684,18813,18644,18778,3231,,,,,
2015.08.27,11:00,18773,18823,18723,18803,2629,,,,,
2015.08.27,12:00,18808,18833,18774,18788,1875,,,,,
2015.08.27,13:00,18793,18833,18788,18803,1694,,,,,
2015.08.27,14:00,18803,18808,18763,18763,1986,,,,,
2015.08.27,15:00,18760,18823,18723,18803,2532,,,,,
2015.08.27,16:00,18808,18837,18752,18767,3665,,,,,
2015.08.27,17:00,18767,18932,18747,18917,5387,,,,,
2015.08.27,18:00,18915,18977,18902,18977,3362,,,,,
2015.08.27,19:00,18977,19057,18972,19052,2799,,,,,
2015.08.27,20:00,19057,19062,18997,19047,2356,,,,,
2015.08.27,21:00,19042,19047,18784,18952,4219,,,,,
2015.08.27,21:30,18840,18877,18807,18812,2623,,,,,
2015.08.27,22:30,18947,19027,18892,19007,2278,,,,,
2015.08.27,23:30,19002,19012,18997,19007,38,,,,,
2015.08.28,0:00,18997,19013,18984,19013,22,,,,,
2015.08.28,1:00,19020,19057,18992,18992,68,,,,,
2015.08.28,2:00,18992,19037,18977,19037,257,,,,,
2015.08.28,3:00,19032,19042,18933,19022,4787,,,,,
2015.08.28,4:00,19020,19053,18967,18987,2682,,,,,
2015.08.28,5:00,18985,19092,18982,19012,2604,,,,,
2015.08.28,6:00,19010,19078,18990,19057,1688,,,,,
2015.08.28,7:00,19056,19192,19032,19137,2374,,,,,
2015.08.28,8:00,19137,19152,19016,19122,4374,,,,,
2015.08.28,9:00,19121,19197,19097,19132,1488,,,,,
2015.08.28,10:00,19137,19152,19016,19022,2665,,,,,
2015.08.28,11:00,19027,19067,18982,19012,2844,,,,,
2015.08.28,12:00,19013,19097,18957,19077,2557,,,,,
2015.08.28,13:00,19076,19107,19027,19032,1700,,,,,
2015.08.28,14:00,19033,19077,19002,19037,1776,,,,,
2015.08.28,15:00,19038,19072,19017,19037,2098,,,,,
2015.08.28,16:00,19033,19067,19007,19052,3131,,,,,
2015.08.28,17:00,19051,19092,19001,19042,3684,,,,,
2015.08.28,18:00,19042,19127,19037,19067,2601,,,,,
2015.08.28,19:00,19072,19187,19052,19177,2545,,,,,
2015.08.28,20:00,19178,19187,19087,19127,2069,,,,,
2015.08.28,21:00,19127,19177,19127,19142,189,,,,,
2015.08.31,0:00,19146,19146,19146,19146,1,,,,,
2015.08.31,1:00,19148,19152,18972,18992,277,,,,,
2015.08.31,2:00,18997,19052,18967,18997,497,,,,,
2015.08.31,3:00,19002,19017,18852,18902,2860,,,,,
2015.08.31,4:00,18902,19007,18882,18932,2646,,,,,
2015.08.31,5:00,18932,18962,18822,18837,1816,,,,,
2015.08.31,6:00,18837,18877,18737,18767,1609,,,,,
