,,0,h,l,c,,,EMA12,EMA26,DIF,DEA
2017.04.18,4:00,18447.5,18466.5,18381.5,18392.5,766,,,,,
2017.04.18,5:00,18391.5,18406.5,18371.5,18391.5,516,,,,,
2017.04.18,6:00,18387.5,18401.5,18351.5,18357.5,526,,,,,
2017.04.18,7:00,18361.5,18406.5,18361.5,18406.5,361,,,,,
2017.04.18,8:00,18402.5,18416.5,18391.5,18406.5,399,,,,,
2017.04.18,9:00,18409,18437.5,18401.5,18426.5,384,,,,,
2017.04.18,10:00,18427.5,18427.5,18346.5,18356.5,693,,,,,
2017.04.18,11:00,18356.5,18371.5,18347.5,18361.5,393,,,,,
2017.04.18,12:00,18357.5,18361.5,18311.5,18326.5,521,,,,,
2017.04.18,13:00,18322.5,18351.5,18316.5,18351.5,648,,,,,
2017.04.18,14:00,18347.5,18381.5,18347.5,18361.5,503,,,,,
2017.04.18,15:00,18362.5,18366.5,18351.5,18351.5,456,,,,,
2017.04.18,16:00,18356.5,18386.5,18321.5,18386.5,1176,,,,,
2017.04.18,17:00,18387.5,18391.5,18326.5,18337.5,1115,,,,,
2017.04.18,18:00,18331.5,18352.5,18267.5,18271.5,657,,,,,
2017.04.18,19:00,18266.5,18291.5,18256.5,18276.5,581,,,,,
2017.04.18,20:00,18276.5,18311.5,18271.5,18301.5,492,,,,,
2017.04.18,21:00,18301.5,18331.5,18291.5,18291.5,365,,,,,
2017.04.18,22:00,18291.5,18316.5,18272.5,18306.5,483,,,,,
2017.04.18,23:00,18301.5,18316.5,18301.5,18316.5,52,,,,,
2017.04.19,2:00,18296.5,18336.5,18286.5,18316.5,221,,,,,
2017.04.19,3:00,18311.5,18439.5,18307.5,18408.5,991,,,,,
2017.04.19,4:00,18406.5,18413.5,18356.5,18387.5,553,,,,,
2017.04.19,5:00,18391.5,18402.5,18376.5,18376.5,471,,,,,
2017.04.19,6:00,18372.5,18406.5,18367.5,18391.5,427,,,,,
2017.04.19,7:00,18387.5,18426.5,18377.5,18426.5,353,,,,,
2017.04.19,8:00,18422.5,18456.5,18402.5,18422.5,669,,,,,
2017.04.19,9:00,18426.5,18426.5,18396.5,18409.5,457,,,,,
2017.04.19,10:00,18402.5,18444.5,18402.5,18422.5,374,,,,,
2017.04.19,11:00,18421.5,18471.5,18416.5,18456.5,282,,,,,
2017.04.19,12:00,18458.5,18471.5,18451.5,18471.5,197,,,,,
2017.04.19,13:00,18471.5,18472.5,18446.5,18446.5,141,,,,,
2017.04.19,14:00,18447.5,18484.5,18446.5,18479.5,194,,,,,
2017.04.19,15:00,18472.5,18479.5,18448.5,18451.5,152,,,,,
2017.04.19,16:00,18453.5,18497.5,18453.5,18492.5,537,,,,,
2017.04.19,17:00,18486.5,18491.5,18431.5,18441.5,790,,,,,
2017.04.19,18:00,18436.5,18466.5,18436.5,18441.5,880,,,,,
2017.04.19,19:00,18443.5,18448.5,18396.5,18416.5,926,,,,,
2017.04.19,20:00,18413.5,18416.5,18388.5,18411.5,906,,,,,
2017.04.19,21:00,18416.5,18416.5,18361.5,18361.5,839,,,,,
2017.04.19,22:00,18362.5,18391.5,18356.5,18381.5,1044,,,,,
2017.04.19,23:00,18376.5,18386.5,18376.5,18376.5,82,,,,,
2017.04.20,2:00,18377.5,18446.5,18362.5,18429.5,333,,,,,
2017.04.20,3:00,18430.5,18478.5,18416.5,18453.5,1263,,,,,
2017.04.20,4:00,18456.5,18507.5,18437.5,18507.5,737,,,,,
2017.04.20,5:00,18508.5,18517.5,18462.5,18463.5,586,,,,,
2017.04.20,6:00,18467.5,18482.5,18463.5,18482.5,336,,,,,
2017.04.20,7:00,18476.5,18503.5,18467.5,18482.5,417,,,,,
2017.04.20,8:00,18478.5,18492.5,18422.5,18432.5,673,,,,,
2017.04.20,9:00,18428.5,18468.5,18417.5,18442.5,407,,,,,
2017.04.20,10:00,18438.5,18497.5,18422.5,18492.5,833,,,,,
2017.04.20,11:00,18488.5,18513.5,18486.5,18512.5,531,,,,,
2017.04.20,12:00,18510.5,18517.5,18490.5,18494.5,430,,,,,
2017.04.20,13:00,18495.5,18497.5,18477.5,18482.5,381,,,,,
2017.04.20,14:00,18484.5,18505.5,18472.5,18497.5,339,,,,,
2017.04.20,15:00,18495.5,18502.5,18485.5,18500.5,291,,,,,
2017.04.20,16:00,18500.5,18549.5,18497.5,18519.5,1528,,,,,
2017.04.20,17:00,18519.5,18578.5,18519.5,18562.5,1635,,,,,
2017.04.20,18:00,18558.5,18577.5,18542.5,18572.5,801,,,,,
2017.04.20,19:00,18573.5,18597.5,18568.5,18582.5,598,,,,,
2017.04.20,20:00,18583.5,18612.5,18563.5,18593.5,433,,,,,
2017.04.20,21:00,18595,18597.5,18568.5,18582.5,522,,,,,
2017.04.20,22:00,18578.5,18583.5,18558.5,18568.5,477,,,,,
2017.04.20,23:00,18567.5,18577.5,18563.5,18568.5,61,,,,,
2017.04.21,2:00,18588.5,18602.5,18562.5,18578.5,337,,,,,
2017.04.21,3:00,18582.5,18587.5,18532.5,18542.5,927,,,,,
2017.04.21,4:00,18545,18572.5,18542.5,18562.5,559,,,,,
2017.04.21,5:00,18563.5,18590,18562.5,18572.5,376,,,,,
2017.04.21,6:00,18568.5,18577.5,18542.5,18567.5,297,,,,,
2017.04.21,7:00,18568.5,18573.5,18558.5,18573.5,234,,,,,
2017.04.21,8:00,18572.5,18637.5,18567.5,18612.5,726,,,,,
2017.04.21,9:00,18613.5,18657.5,18602.5,18637.5,591,,,,,
2017.04.21,10:00,18633.5,18647.5,18607.5,18627.5,724,,,,,
2017.04.21,11:00,18623.5,18632.5,18587.5,18607.5,632,,,,,
2017.04.21,12:00,18603.5,18617.5,18577.5,18603.5,563,,,,,
2017.04.21,13:00,18607.5,18613.5,18588.5,18607.5,195,,,,,
2017.04.21,14:00,18603.5,18623.5,18603.5,18617.5,255,,,,,
2017.04.21,15:00,18613.5,18623.5,18602.5,18613.5,248,,,,,
2017.04.21,16:00,18612.5,18613.5,18587.5,18598.5,742,,,,,
2017.04.21,17:00,18597.5,18617.5,18587.5,18592.5,886,,,,,
2017.04.21,18:00,18588.5,18607.5,18562.5,18597.5,961,,,,,
2017.04.21,19:00,18597.5,18597.5,18577.5,18577.5,523,,,,,
2017.04.21,20:00,18578.5,18621.5,18538.5,18606.5,1071,,,,,
2017.04.21,21:00,18607.5,18622.5,18596.5,18607.5,1236,,,,,
2017.04.21,22:00,18608.5,18612.5,18581.5,18587.5,1038,,,,,
2017.04.21,23:00,18590,18603.5,18582.5,18602.5,80,,,,,
2017.04.24,2:00,18952.5,18997.5,18892.5,18898.5,1588,,,,,
2017.04.24,3:00,18897.5,18923.5,18832.5,18882.5,2472,,,,,
2017.04.24,4:00,18878.5,18882.5,18837.5,18862.5,750,,,,,
2017.04.24,5:00,18863.5,18877.5,18843.5,18862.5,442,,,,,
2017.04.24,6:00,18858.5,18862.5,18832.5,18847.5,359,,,,,
2017.04.24,7:00,18848.5,18862.5,18831.5,18857.5,509,,,,,
2017.04.24,8:00,18858.5,18897.5,18857.5,18873.5,1309,,,,,
2017.04.24,9:00,18874.5,18939.5,18864.5,18912.5,1528,,,,,
2017.04.24,10:00,18908.5,18937.5,18867.5,18922.5,1267,,,,,
2017.04.24,11:00,18922.5,18952.5,18907.5,18952.5,997,,,,,
2017.04.24,12:00,18952.5,18960,18932.5,18957.5,1015,,,,,
2017.04.24,13:00,18958.5,18982.5,18937.5,18947.5,555,,,,,
2017.04.24,14:00,18943.5,18947.5,18932.5,18947.5,488,,,,,
2017.04.24,15:00,18943.5,18972.5,18942.5,18957.5,392,,,,,
2017.04.24,16:00,18958.5,18967.5,18942.5,18947.5,1169,,,,,
2017.04.24,17:00,18948.5,18962.5,18891.5,18897.5,1355,,,,,
2017.04.24,18:00,18898.5,18907.5,18842.5,18857.5,1120,,,,,
2017.04.24,19:00,18861.5,18876.5,18852.5,18861.5,533,,,,,
2017.04.24,20:00,18861.5,18886.5,18861.5,18876.5,506,,,,,
2017.04.24,21:00,18872.5,18902.5,18868.5,18872.5,616,,,,,
2017.04.24,22:00,18868.5,18897.5,18867.5,18867.5,316,,,,,
2017.04.24,23:00,18868.5,18872.5,18848.5,18853.5,31,,,,,
2017.04.25,2:00,18878.5,18893.5,18847.5,18847.5,330,,,,,
2017.04.25,3:00,18843.5,18942.5,18842.5,18923.5,949,,,,,
2017.04.25,4:00,18927.5,18982.5,18917.5,18967.5,693,,,,,
2017.04.25,5:00,18968.5,19062.5,18967.5,19043.5,784,,,,,
2017.04.25,6:00,19047.5,19048.5,18992.5,19012.5,629,,,,,
2017.04.25,7:00,19008.5,19042.5,19002.5,19008.5,530,,,,,
2017.04.25,8:00,19012.5,19107.5,19012.5,19067.5,906,,,,,
2017.04.25,9:00,19063.5,19092.5,19057.5,19068.5,514,,,,,
2017.04.25,10:00,19072.5,19092.5,19043.5,19062.5,830,,,,,
2017.04.25,11:00,19063.5,19102.5,19063.5,19097.5,1028,,,,,
2017.04.25,12:00,19102.5,19117.5,19092.5,19097.5,438,,,,,
2017.04.25,13:00,19098.5,19122.5,19098.5,19122.5,282,,,,,
2017.04.25,14:00,19127.5,19137.5,19122.5,19132.5,193,,,,,
2017.04.25,15:00,19133.5,19147.5,19127.5,19147.5,453,,,,,
2017.04.25,16:00,19147.5,19172.5,19142.5,19152.5,726,,,,,
2017.04.25,17:00,19153.5,19177.5,19152.5,19167.5,693,,,,,
2017.04.25,18:00,19163.5,19187.5,19162.5,19167.5,526,,,,,
2017.04.25,19:00,19163.5,19202.5,19162.5,19177.5,363,,,,,
2017.04.25,20:00,19178.5,19202.5,19172.5,19197.5,310,,,,,
2017.04.25,21:00,19197.5,19228.5,19192.5,19202.5,678,,,,,
2017.04.25,22:00,19203.5,19227.5,19177.5,19177.5,513,,,,,
2017.04.25,23:00,19180,19187.5,19177.5,19187.5,72,,,,,
2017.04.26,2:00,19153.5,19187.5,19142.5,19187.5,354,,,,,
2017.04.26,3:00,19188.5,19228.5,19157.5,19203.5,990,,,,,
2017.04.26,4:00,19204.5,19218.5,19173.5,19218.5,641,,,,,
2017.04.26,5:00,19214.5,19228.5,19208.5,19223.5,316,,,,,
2017.04.26,6:00,19224.5,19224.5,19198.5,19208.5,351,,,,,
2017.04.26,7:00,19203.5,19264.5,19189.5,19258.5,654,,,,,
2017.04.26,8:00,19259.5,19278.5,19248.5,19273.5,639,,,,,
2017.04.26,9:00,19269.5,19283.5,19244.5,19248.5,503,,,,,
2017.04.26,10:00,19244.5,19258.5,19223.5,19230.5,361,,,,,
2017.04.26,11:00,19233.5,19248.5,19213.5,19238.5,538,,,,,
2017.04.26,12:00,19239.5,19258.5,19223.5,19254.5,370,,,,,
2017.04.26,13:00,19253.5,19278.5,19241.5,19249.5,345,,,,,
2017.04.26,14:00,19248.5,19263.5,19243.5,19253.5,640,,,,,
2017.04.26,15:00,19251.5,19308.5,19246.5,19273.5,569,,,,,
2017.04.26,16:00,19274.5,19288.5,19243.5,19283.5,865,,,,,
2017.04.26,17:00,19279.5,19318.5,19273.5,19313.5,715,,,,,
2017.04.26,18:00,19309.5,19318.5,19233.5,19258.5,861,,,,,
2017.04.26,19:00,19254.5,19303.5,19253.5,19298.5,906,,,,,
2017.04.26,20:00,19294.5,19313.5,19238.5,19243.5,2177,,,,,
2017.04.26,21:00,19244.5,19268.5,19228.5,19244.5,2081,,,,,
2017.04.26,22:00,19243.5,19268.5,19173.5,19179.5,909,,,,,
2017.04.26,23:00,19183.5,19183.5,19163.5,19168.5,89,,,,,
2017.04.27,2:00,19183.5,19214.5,19178.5,19194.5,297,,,,,
2017.04.27,3:00,19193.5,19239.5,19189.5,19229.5,778,,,,,
2017.04.27,4:00,19233.5,19265.5,19223.5,19230.5,445,,,,,
2017.04.27,5:00,19230.5,19260.5,19208.5,19250.5,380,,,,,
2017.04.27,6:00,19255.5,19270.5,19218.5,19244.5,648,,,,,
2017.04.27,7:00,19249.5,19269.5,19238.5,19254.5,314,,,,,
2017.04.27,8:00,19257.5,19272.5,19233.5,19247.5,681,,,,,
2017.04.27,9:00,19247.5,19292.5,19238.5,19277.5,325,,,,,
2017.04.27,10:00,19278.5,19287.5,19243.5,19267.5,309,,,,,
2017.04.27,11:00,19263.5,19291.5,19253.5,19276.5,196,,,,,
2017.04.27,12:00,19268.5,19286.5,19258.5,19258.5,258,,,,,
2017.04.27,13:00,19259.5,19271.5,19253.5,19266.5,95,,,,,
2017.04.27,14:00,19266.5,19281.5,19263.5,19275.5,178,,,,,
2017.04.27,15:00,19273.5,19295.5,19269.5,19276.5,169,,,,,
2017.04.27,16:00,19281.5,19286.5,19251.5,19279.5,186,,,,,
2017.04.27,17:00,19281.5,19291.5,19196.5,19221.5,313,,,,,
2017.04.27,18:00,19216.5,19221.5,19188.5,19193.5,256,,,,,
2017.04.27,19:00,19195.5,19239.5,19188.5,19239.5,186,,,,,
2017.04.27,20:00,19243.5,19244.5,19219.5,19228.5,104,,,,,
2017.04.27,21:00,19229.5,19234.5,19219.5,19234.5,84,,,,,
2017.04.27,22:00,19229.5,19234.5,19214.5,19224.5,117,,,,,
2017.04.28,2:00,19219.5,19229.5,19208.5,19218.5,163,,,,,
2017.04.28,3:00,19219.5,19253.5,19204.5,19219.5,890,,,,,
2017.04.28,4:00,19218.5,19224.5,19188.5,19199.5,487,,,,,
2017.04.28,5:00,19198.5,19218.5,19188.5,19213.5,396,,,,,
2017.04.28,6:00,19203.5,19223.5,19189.5,19208.5,516,,,,,
2017.04.28,7:00,19203.5,19223.5,19148.5,19168.5,483,,,,,
2017.04.28,8:00,19158.5,19192.5,19158.5,19187.5,377,,,,,
2017.04.28,9:00,19178.5,19197.5,19173.5,19182.5,199,,,,,
2017.04.28,10:00,19173.5,19202.5,19173.5,19187.5,126,,,,,
2017.04.28,11:00,19192.5,19207.5,19182.5,19188.5,106,,,,,
2017.04.28,12:00,19183.5,19228.5,19183.5,19228.5,84,,,,,
2017.04.28,13:00,19228.5,19228.5,19213.5,19218.5,22,,,,,
2017.04.28,14:00,19226.5,19227.5,19212.5,19217.5,72,,,,,
2017.04.28,15:00,19222.5,19257.5,19212.5,19237.5,191,,,,,
2017.04.28,16:00,19241.5,19246.5,19216.5,19231.5,285,,,,,
2017.04.28,17:00,19230.5,19236.5,19206.5,19221.5,438,,,,,
2017.04.28,18:00,19223.5,19231.5,19205.5,19216.5,270,,,,,
2017.04.28,19:00,19221.5,19231.5,19221.5,19230.5,153,,,,,
2017.04.28,20:00,19226.5,19231.5,19221.5,19231.5,78,,,,,
2017.04.28,21:00,19221.5,19226.5,19211.5,19217.5,136,,,,,
2017.04.28,22:00,19215.5,19226.5,19211.5,19213.5,184,,,,,
2017.04.28,23:00,19194.5,19194.5,19194.5,19194.5,1,,,,,
2017.05.01,2:00,19158.5,19203.5,19155.5,19199.5,157,,,,,
2017.05.01,3:00,19203.5,19241.5,19198.5,19221.5,470,,,,,
2017.05.01,4:00,19222.5,19295.5,19220.5,19271.5,545,,,,,
2017.05.01,5:00,19275.5,19275.5,19260.5,19265.5,247,,,,,
2017.05.01,6:00,19266.5,19295.5,19265.5,19285.5,237,,,,,
2017.05.01,7:00,19286.5,19290.5,19271.5,19281.5,208,,,,,
2017.05.01,8:00,19285.5,19301.5,19275.5,19301.5,368,,,,,
2017.05.01,9:00,19300.5,19330.5,19290.5,19325.5,256,,,,,
2017.05.01,10:00,19326.5,19335.5,19300.5,19315.5,154,,,,,
2017.05.01,11:00,19311.5,19340.5,19310.5,19330.5,72,,,,,
2017.05.01,12:00,19326.5,19331.5,19323.5,19326.5,14,,,,,
2017.05.01,13:00,19330.5,19336.5,19326.5,19326.5,10,,,,,
2017.05.01,14:00,19331.5,19331.5,19326.5,19326.5,2,,,,,
2017.05.01,15:00,19330.5,19331.5,19310.5,19315.5,40,,,,,
2017.05.01,16:00,19320.5,19325.5,19311.5,19315.5,130,,,,,
2017.05.01,17:00,19300.5,19316.5,19276.5,19316.5,337,,,,,
2017.05.01,18:00,19314.5,19331.5,19306.5,19331.5,243,,,,,
2017.05.01,19:00,19336.5,19351.5,19306.5,19326.5,265,,,,,
2017.05.01,20:00,19336.5,19351.5,19322.5,19349.5,203,,,,,
2017.05.01,21:00,19356.5,19361.5,19343.5,19351.5,76,,,,,
2017.05.01,22:00,19356.5,19356.5,19341.5,19341.5,155,,,,,
2017.05.01,23:00,19340.5,19345.5,19336.5,19340.5,25,,,,,
2017.05.02,2:00,19361.5,19361.5,19325.5,19345.5,221,,,,,
2017.05.02,3:00,19346.5,19445.5,19330.5,19440.5,863,,,,,
2017.05.02,4:00,19441.5,19460.5,19405.5,19410.5,606,,,,,
2017.05.02,5:00,19411.5,19445.5,19410.5,19435.5,406,,,,,
2017.05.02,6:00,19436.5,19441.5,19420.5,19430.5,223,,,,,
2017.05.02,7:00,19431.5,19445.5,19415.5,19430.5,171,,,,,
2017.05.02,8:00,19426.5,19440.5,19405.5,19435.5,583,,,,,
2017.05.02,9:00,19436.5,19481.5,19435.5,19475.5,492,,,,,
2017.05.02,10:00,19476.5,19486.5,19446.5,19486.5,370,,,,,
2017.05.02,11:00,19480.5,19485.5,19461.5,19471.5,223,,,,,
2017.05.02,12:00,19470.5,19496.5,19470.5,19486.5,204,,,,,
2017.05.02,13:00,19490.5,19491.5,19481.5,19481.5,105,,,,,
2017.05.02,14:00,19476.5,19486.5,19466.5,19486.5,42,,,,,
2017.05.02,15:00,19491.5,19504.5,19486.5,19496.5,68,,,,,
2017.05.02,16:00,19501.5,19501.5,19466.5,19466.5,199,,,,,
2017.05.02,17:00,19462.5,19476.5,19456.5,19461.5,314,,,,,
2017.05.02,18:00,19456.5,19466.5,19446.5,19459.5,179,,,,,
2017.05.02,19:00,19464.5,19481.5,19464.5,19471.5,113,,,,,
2017.05.02,20:00,19467.5,19471.5,19456.5,19459.5,43,,,,,
2017.05.02,21:00,19461.5,19461.5,19451.5,19451.5,57,,,,,
2017.05.02,22:00,19456.5,19456.5,19446.5,19451.5,38,,,,,
2017.05.03,2:00,19405.5,19453,19395.5,19441.5,270,,,,,
2017.05.03,3:00,19441.5,19462.5,19431.5,19460.5,55,,,,,
2017.05.03,4:00,19461.5,19465.5,19455.5,19463.5,46,,,,,
2017.05.03,5:00,19459.5,19459.5,19433.5,19434.5,69,,,,,
2017.05.03,6:00,19433.5,19433.5,19418.5,19431.5,39,,,,,
2017.05.03,7:00,19436.5,19436.5,19431.5,19431.5,2,,,,,
2017.05.03,8:00,19436.5,19466.5,19436.5,19451.5,9,,,,,
2017.05.03,9:00,19446.5,19457.5,19442.5,19446.5,18,,,,,
2017.05.03,10:00,19441.5,19462.5,19441.5,19461.5,19,,,,,
2017.05.03,11:00,19456.5,19461.5,19451.5,19456.5,9,,,,,
2017.05.03,12:00,19461.5,19461.5,19451.5,19456.5,4,,,,,
2017.05.03,13:00,19451.5,19451.5,19441.5,19451.5,8,,,,,
2017.05.03,14:00,19456.5,19456.5,19446.5,19446.5,7,,,,,
2017.05.03,15:00,19441.5,19461.5,19436.5,19456.5,20,,,,,
2017.05.03,16:00,19461.5,19481.5,19451.5,19476.5,28,,,,,
2017.05.03,17:00,19486.5,19506.5,19441.5,19456.5,71,,,,,
2017.05.03,18:00,19451.5,19490.5,19445.5,19490.5,47,,,,,
2017.05.03,19:00,19485.5,19490.5,19480.5,19490.5,20,,,,,
2017.05.03,20:00,19495.5,19505.5,19485.5,19500.5,36,,,,,
2017.05.03,21:00,19495.5,19584.5,19485.5,19579.5,175,,,,,
2017.05.03,22:00,19584.5,19619.5,19569.5,19584.5,108,,,,,
2017.05.04,2:00,19583.5,19624.5,19574.5,19594.5,316,,,,,
2017.05.04,3:00,19598.5,19623.5,19586.5,19587.5,224,,,,,
2017.05.04,4:00,19591.5,19596.5,19561.5,19563.5,201,,,,,
2017.05.04,5:00,19559.5,19578.5,19549.5,19549.5,133,,,,,
2017.05.04,6:00,19544.5,19544.5,19534.5,19544.5,13,,,,,
2017.05.04,7:00,19549.5,19559.5,19549.5,19559.5,7,,,,,
2017.05.04,8:00,19564.5,19569.5,19524.5,19539.5,26,,,,,
2017.05.04,9:00,19544.5,19574.5,19544.5,19554.5,28,,,,,
2017.05.04,10:00,19549.5,19594.5,19544.5,19584.5,60,,,,,
2017.05.04,11:00,19589.5,19615.5,19589.5,19610.5,16,,,,,
2017.05.04,12:00,19615.5,19635.5,19615.5,19635.5,16,,,,,
2017.05.04,13:00,19640.5,19660.5,19640.5,19640.5,15,,,,,
2017.05.04,14:00,19645.5,19655.5,19619.5,19624.5,29,,,,,
2017.05.04,15:00,19619.5,19639.5,19604.5,19604.5,111,,,,,
2017.05.04,16:00,19599.5,19619.5,19565.5,19578.5,96,,,,,
2017.05.04,17:00,19574.5,19609.5,19559.5,19579.5,137,,,,,
2017.05.04,18:00,19584.5,19614.5,19554.5,19564.5,130,,,,,
2017.05.04,19:00,19559.5,19574.5,19495.5,19555.5,99,,,,,
2017.05.04,20:00,19560.5,19565.5,19520.5,19555.5,82,,,,,
2017.05.04,21:00,19560.5,19575.5,19520.5,19550.5,149,,,,,
2017.05.04,22:00,19545.5,19575.5,19540.5,19570.5,71,,,,,
2017.05.05,2:00,19570.5,19605.5,19565.5,19585.5,131,,,,,
2017.05.05,3:00,19590.5,19594.5,19564.5,19575.5,82,,,,,
2017.05.05,4:00,19574.5,19589.5,19563.5,19570.5,103,,,,,
2017.05.05,5:00,19568.5,19583.5,19555.5,19563.5,96,,,,,
2017.05.05,6:00,19560.5,19560.5,19471.5,19471.5,378,,,,,
2017.05.05,7:00,19474.5,19484.5,19448.5,19483.5,400,,,,,
2017.05.05,8:00,19479.5,19498.5,19464.5,19497.5,287,,,,,
2017.05.05,9:00,19493.5,19508.5,19472.5,19498.5,578,,,,,
2017.05.05,10:00,19497.5,19528.5,19493.5,19512.5,532,,,,,
2017.05.05,11:00,19512.5,19539.5,19508.5,19534.5,224,,,,,
2017.05.05,12:00,19538.5,19543.5,19518.5,19543.5,372,,,,,
2017.05.05,13:00,19539.5,19563.5,19538.5,19563.5,244,,,,,
2017.05.05,14:00,19567.5,19588.5,19563.5,19578.5,223,,,,,
2017.05.05,15:00,19576.5,19632.5,19576.5,19621.5,212,,,,,
2017.05.05,16:00,19626.5,19652.5,19607.5,19617.5,164,,,,,
2017.05.05,17:00,19622.5,19666.5,19612.5,19661.5,109,,,,,
2017.05.05,18:00,19656.5,19686.5,19656.5,19671.5,102,,,,,
2017.05.05,19:00,19681.5,19706.5,19676.5,19706.5,105,,,,,
2017.05.05,20:00,19701.5,19706.5,19681.5,19697.5,41,,,,,
2017.05.05,21:00,19698.5,19708.5,19687.5,19687.5,49,,,,,
2017.05.05,22:00,19692.5,19698.5,19667.5,19697.5,68,,,,,
2017.05.08,2:00,19764.5,19771,19703.5,19723.5,530,,,,,
2017.05.08,3:00,19722.5,19792.5,19707.5,19777.5,1748,,,,,
2017.05.08,4:00,19782.5,19792.5,19742.5,19777.5,789,,,,,
2017.05.08,5:00,19778.5,19812.5,19777.5,19807.5,502,,,,,
2017.05.08,6:00,19808.5,19872.5,19792.5,19858.5,773,,,,,
2017.05.08,7:00,19862.5,19902.5,19857.5,19877.5,711,,,,,
2017.05.08,8:00,19873.5,19927.5,19872.5,19912.5,908,,,,,
2017.05.08,9:00,19882.5,19887.5,19827.5,19842.5,524,,,,,
2017.05.08,10:00,19847.5,19853.5,19812.5,19827.5,305,,,,,
2017.05.08,11:00,19822.5,19852.5,19802.5,19807.5,529,,,,,
2017.05.08,12:00,19802.5,19812.5,19773.5,19786.5,140,,,,,
2017.05.08,13:00,19793.5,19823.5,19778.5,19823.5,107,,,,,
2017.05.08,14:00,19818.5,19833.5,19803.5,19823.5,68,,,,,
2017.05.08,15:00,19828.5,19828.5,19803.5,19818.5,101,,,,,
2017.05.08,16:00,19813.5,19842.5,19813.5,19827.5,214,,,,,
2017.05.08,17:00,19832.5,19866.5,19827.5,19851.5,287,,,,,
2017.05.08,18:00,19846.5,19866.5,19841.5,19863.5,135,,,,,
2017.05.08,19:00,19866.5,19871.5,19851.5,19871.5,113,,,,,
2017.05.08,20:00,19866.5,19871.5,19860.5,19865.5,139,,,,,
2017.05.08,21:00,19870.5,19880.5,19855.5,19870.5,65,,,,,
2017.05.08,22:00,19873.5,19902.5,19870.5,19902.5,33,,,,,
2017.05.09,2:00,19898.5,19907.5,19877.5,19902.5,210,,,,,
2017.05.09,3:00,19898.5,19908.5,19857.5,19868.5,879,,,,,
2017.05.09,4:00,19863.5,19882.5,19842.5,19852.5,415,,,,,
2017.05.09,5:00,19853.5,19895.5,19852.5,19880.5,535,,,,,
2017.05.09,6:00,19881.5,19890.5,19840.5,19861.5,409,,,,,
2017.05.09,7:00,19865.5,19875.5,19845.5,19866.5,355,,,,,
2017.05.09,8:00,19871.5,19890.5,19845.5,19850.5,421,,,,,
2017.05.09,9:00,19845.5,19890.5,19845.5,19880.5,468,,,,,
2017.05.09,10:00,19881.5,19953,19881.5,19940.5,526,,,,,
2017.05.09,11:00,19936.5,19945.5,19922.5,19940.5,362,,,,,
2017.05.09,12:00,19942.5,19960.5,19935.5,19947.5,167,,,,,
2017.05.09,13:00,19949.5,19967.5,19942.5,19957.5,42,,,,,
2017.05.09,14:00,19962.5,19982.5,19957.5,19982.5,105,,,,,
2017.05.09,15:00,19979.5,19997.5,19977.5,19982.5,116,,,,,
2017.05.09,16:00,19984.5,19991.5,19971.5,19975.5,187,,,,,
2017.05.09,17:00,19983.5,20009.5,19980.5,19999.5,204,,,,,
2017.05.09,18:00,20000.5,20004.5,19988.5,20003.5,149,,,,,
2017.05.09,19:00,20008.5,20018.5,20003.5,20008.5,82,,,,,
2017.05.09,20:00,20006.5,20018.5,19993.5,20002.5,150,,,,,
2017.05.09,21:00,19995.5,20002.5,19993.5,19998.5,36,,,,,
2017.05.09,22:00,19999.5,20008.5,19908.5,19963.5,206,,,,,
2017.05.10,2:00,19911.5,19930.5,19885.5,19885.5,355,,,,,
2017.05.10,3:00,19886.5,19935.5,19861.5,19881.5,1611,,,,,
2017.05.10,4:00,19880.5,19940.5,19880.5,19904.5,1347,,,,,
2017.05.10,5:00,19900.5,19909.5,19874.5,19885.5,288,,,,,
2017.05.10,6:00,19880.5,19900.5,19865.5,19890.5,226,,,,,
2017.05.10,7:00,19880.5,19890.5,19865.5,19885.5,135,,,,,
2017.05.10,8:00,19888.5,19925.5,19885.5,19905.5,258,,,,,
2017.05.10,9:00,19895.5,19925.5,19890.5,19925.5,90,,,,,
2017.05.10,10:00,19930.5,19944.5,19889.5,19889.5,79,,,,,
2017.05.10,11:00,19879.5,19885.5,19860.5,19870.5,117,,,,,
2017.05.10,12:00,19875.5,19885.5,19870.5,19880.5,46,,,,,
2017.05.10,13:00,19875.5,19885.5,19865.5,19870.5,80,,,,,
2017.05.10,14:00,19875.5,19885.5,19870.5,19875.5,95,,,,,
2017.05.10,15:00,19876.5,19911.5,19876.5,19891.5,103,,,,,
2017.05.10,16:00,19896.5,19906.5,19881.5,19896.5,210,,,,,
2017.05.10,17:00,19901.5,19920.5,19890.5,19915.5,180,,,,,
2017.05.10,18:00,19915.5,19940.5,19915.5,19920.5,133,,,,,
2017.05.10,19:00,19915.5,19930.5,19915.5,19930.5,65,,,,,
2017.05.10,20:00,19935.5,19950.5,19920.5,19943.5,72,,,,,
2017.05.10,21:00,19940.5,19960.5,19935.5,19955.5,85,,,,,
2017.05.10,22:00,19960.5,19960.5,19939.5,19945.5,74,,,,,
2017.05.10,23:00,19939.5,19939.5,19939.5,19939.5,1,,,,,
2017.05.11,2:00,19942.5,19952.5,19933.5,19944.5,146,,,,,
2017.05.11,3:00,19947.5,19947.5,19903.5,19919.5,984,,,,,
